n_bits,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
144,-1,-0.3333333333,-0.1388888889,-0.05555555556,-0.01388888889,0,0.01388888889,0.02777777778,0.05555555556,0.06944444444,0.08333333333,0.09722222222,0.09722222222,0.1111111111,0.125,0.1527777778,0.1666666667,0.1805555556,0.1805555556,0.1944444444,0.2083333333,0.2222222222,0.2361111111,0.25,0.25,0.2777777778,0.2777777778,0.2777777778,0.2916666667,0.3055555556,0.3194444444,0.3333333333,0.3333333333,0.3333333333,0.3611111111,0.3611111111,0.3888888889,0.3888888889,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4305555556,0.4305555556,0.4444444444,0.4444444444,0.4583333333,0.4722222222,0.4722222222,0.4722222222,0.4861111111,0.4861111111,0.5,0.5,0.5138888889,0.5277777778,0.5277777778,0.5416666667,0.5555555556,0.5555555556,0.5555555556,0.5694444444,0.5694444444,0.5833333333,0.5833333333,0.5833333333,0.5972222222,0.5972222222,0.5972222222,0.6111111111,0.6111111111,0.625,0.625,0.6388888889,0.6388888889,0.6527777778,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.7083333333,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7361111111,0.7361111111,0.7361111111,0.75,0.75,0.7638888889,0.7638888889,0.7638888889,0.7777777778,0.7777777778,0.7916666667,0.7916666667,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8472222222,0.8472222222,0.8611111111,0.8611111111,0.875,0.875,0.875,0.875,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.9027777778,0.9027777778,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9583333333,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9861111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,-1,-0.324137931,-0.1310344828,-0.04827586207,-0.02068965517,0.006896551724,0.006896551724,0.03448275862,0.06206896552,0.06206896552,0.07586206897,0.08965517241,0.1034482759,0.1172413793,0.1172413793,0.1448275862,0.1724137931,0.1862068966,0.1862068966,0.1862068966,0.2,0.2137931034,0.2413793103,0.2551724138,0.2551724138,0.2551724138,0.2827586207,0.2827586207,0.2827586207,0.3103448276,0.324137931,0.3379310345,0.3379310345,0.3379310345,0.3379310345,0.3655172414,0.3793103448,0.3931034483,0.3931034483,0.4206896552,0.4206896552,0.4206896552,0.4206896552,0.4344827586,0.4482758621,0.4482758621,0.4482758621,0.475862069,0.475862069,0.475862069,0.475862069,0.4896551724,0.4896551724,0.5034482759,0.5034482759,0.5172413793,0.5310344828,0.5310344828,0.5448275862,0.5586206897,0.5586206897,0.5586206897,0.5724137931,0.5724137931,0.5862068966,0.5862068966,0.6,0.6,0.6,0.6,0.6137931034,0.6275862069,0.6275862069,0.6275862069,0.6413793103,0.6413793103,0.6551724138,0.6689655172,0.6689655172,0.6689655172,0.6827586207,0.6965517241,0.6965517241,0.6965517241,0.6965517241,0.7103448276,0.724137931,0.724137931,0.724137931,0.724137931,0.7379310345,0.7379310345,0.7517241379,0.7517241379,0.7517241379,0.7655172414,0.7655172414,0.7793103448,0.7793103448,0.7793103448,0.7931034483,0.8068965517,0.8068965517,0.8068965517,0.8068965517,0.8068965517,0.8206896552,0.8344827586,0.8344827586,0.8344827586,0.8344827586,0.8482758621,0.8482758621,0.8620689655,0.8620689655,0.875862069,0.875862069,0.875862069,0.875862069,0.8896551724,0.8896551724,0.8896551724,0.8896551724,0.9034482759,0.9034482759,0.9172413793,0.9172413793,0.9172413793,0.9172413793,0.9172413793,0.9448275862,0.9448275862,0.9448275862,0.9448275862,0.9448275862,0.9448275862,0.9586206897,0.9724137931,0.9724137931,0.9724137931,0.9724137931,0.9724137931,0.9724137931,0.9724137931,0.9862068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,-1,-0.3287671233,-0.1369863014,-0.05479452055,-0.01369863014,0.01369863014,0.01369863014,0.02739726027,0.04109589041,0.06849315068,0.08219178082,0.09589041096,0.09589041096,0.1095890411,0.1232876712,0.1506849315,0.1643835616,0.1780821918,0.1917808219,0.1917808219,0.2054794521,0.2054794521,0.2328767123,0.2465753425,0.2602739726,0.2602739726,0.2739726027,0.2876712329,0.2876712329,0.3150684932,0.3287671233,0.3287671233,0.3424657534,0.3424657534,0.3424657534,0.3424657534,0.3835616438,0.397260274,0.397260274,0.4109589041,0.4246575342,0.4246575342,0.4246575342,0.4246575342,0.4383561644,0.4520547945,0.4520547945,0.4520547945,0.4794520548,0.4794520548,0.4794520548,0.4931506849,0.4931506849,0.4931506849,0.5068493151,0.5068493151,0.5205479452,0.5342465753,0.5342465753,0.5479452055,0.5616438356,0.5616438356,0.5616438356,0.5753424658,0.5753424658,0.5890410959,0.5890410959,0.602739726,0.602739726,0.602739726,0.602739726,0.6301369863,0.6301369863,0.6301369863,0.6301369863,0.6438356164,0.6438356164,0.6575342466,0.6712328767,0.6712328767,0.6712328767,0.6849315068,0.698630137,0.698630137,0.698630137,0.698630137,0.7123287671,0.7260273973,0.7260273973,0.7260273973,0.7260273973,0.7397260274,0.7397260274,0.7534246575,0.7534246575,0.7534246575,0.7671232877,0.7671232877,0.7808219178,0.7808219178,0.7808219178,0.7945205479,0.8082191781,0.8082191781,0.8082191781,0.8082191781,0.8082191781,0.8356164384,0.8356164384,0.8356164384,0.8356164384,0.8356164384,0.8493150685,0.8493150685,0.8630136986,0.8630136986,0.8767123288,0.8767123288,0.8767123288,0.8767123288,0.8904109589,0.8904109589,0.8904109589,0.8904109589,0.904109589,0.9178082192,0.9178082192,0.9178082192,0.9178082192,0.9178082192,0.9178082192,0.9452054795,0.9452054795,0.9452054795,0.9452054795,0.9452054795,0.9452054795,0.9589041096,0.9726027397,0.9726027397,0.9726027397,0.9726027397,0.9726027397,0.9726027397,0.9726027397,0.9863013699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-1,-0.3333333333,-0.1428571429,-0.0612244898,-0.02040816327,0.006802721088,0.02040816327,0.02040816327,0.04761904762,0.0612244898,0.07482993197,0.1020408163,0.1020408163,0.1156462585,0.1156462585,0.156462585,0.156462585,0.1836734694,0.1972789116,0.1972789116,0.1972789116,0.2108843537,0.2380952381,0.2380952381,0.2517006803,0.2653061224,0.2653061224,0.2789115646,0.2925170068,0.2925170068,0.3197278912,0.3333333333,0.3333333333,0.3469387755,0.3469387755,0.3469387755,0.3741496599,0.4013605442,0.4013605442,0.4013605442,0.4285714286,0.4285714286,0.4285714286,0.4285714286,0.4285714286,0.4421768707,0.4557823129,0.4557823129,0.4693877551,0.4829931973,0.4829931973,0.4829931973,0.4965986395,0.4965986395,0.4965986395,0.5102040816,0.5102040816,0.5238095238,0.537414966,0.537414966,0.5646258503,0.5646258503,0.5646258503,0.5646258503,0.5782312925,0.5782312925,0.5918367347,0.5918367347,0.6054421769,0.6054421769,0.6054421769,0.619047619,0.6326530612,0.6326530612,0.6326530612,0.6462585034,0.6462585034,0.6598639456,0.6598639456,0.6734693878,0.6734693878,0.6870748299,0.6870748299,0.7006802721,0.7006802721,0.7006802721,0.7006802721,0.7142857143,0.7278911565,0.7278911565,0.7278911565,0.7278911565,0.7414965986,0.7414965986,0.7551020408,0.7551020408,0.768707483,0.768707483,0.768707483,0.7823129252,0.7823129252,0.7823129252,0.7959183673,0.8095238095,0.8095238095,0.8095238095,0.8095238095,0.8095238095,0.8367346939,0.8367346939,0.8367346939,0.8367346939,0.8367346939,0.8503401361,0.8503401361,0.8639455782,0.8639455782,0.8775510204,0.8775510204,0.8775510204,0.8775510204,0.8911564626,0.8911564626,0.8911564626,0.8911564626,0.9047619048,0.9183673469,0.9183673469,0.9183673469,0.9183673469,0.9183673469,0.9183673469,0.9455782313,0.9455782313,0.9455782313,0.9455782313,0.9455782313,0.9455782313,0.9591836735,0.9727891156,0.9727891156,0.9727891156,0.9727891156,0.9727891156,0.9727891156,0.9727891156,0.9863945578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,-1,-0.3243243243,-0.1351351351,-0.05405405405,-0.02702702703,0,0.02702702703,0.02702702703,0.05405405405,0.05405405405,0.08108108108,0.09459459459,0.1081081081,0.1081081081,0.1216216216,0.1486486486,0.1621621622,0.1756756757,0.1891891892,0.2027027027,0.2027027027,0.2162162162,0.2432432432,0.2432432432,0.2432432432,0.2702702703,0.2702702703,0.2702702703,0.2972972973,0.2972972973,0.3108108108,0.3378378378,0.3378378378,0.3378378378,0.3513513514,0.3513513514,0.3783783784,0.3918918919,0.4054054054,0.4054054054,0.4054054054,0.4324324324,0.4324324324,0.4324324324,0.4324324324,0.4459459459,0.4459459459,0.4594594595,0.4594594595,0.472972973,0.4864864865,0.4864864865,0.4864864865,0.5,0.5,0.5,0.5135135135,0.5135135135,0.527027027,0.5405405405,0.5405405405,0.5675675676,0.5675675676,0.5675675676,0.5675675676,0.5810810811,0.5810810811,0.5945945946,0.5945945946,0.6081081081,0.6081081081,0.6081081081,0.6216216216,0.6351351351,0.6351351351,0.6351351351,0.6486486486,0.6486486486,0.6621621622,0.6621621622,0.6756756757,0.6756756757,0.6891891892,0.6891891892,0.7027027027,0.7027027027,0.7027027027,0.7027027027,0.7162162162,0.7297297297,0.7297297297,0.7297297297,0.7297297297,0.7432432432,0.7432432432,0.7567567568,0.7567567568,0.7702702703,0.7702702703,0.7702702703,0.7837837838,0.7837837838,0.7837837838,0.7972972973,0.8108108108,0.8108108108,0.8108108108,0.8108108108,0.8108108108,0.8378378378,0.8378378378,0.8378378378,0.8378378378,0.8378378378,0.8513513514,0.8513513514,0.8648648649,0.8648648649,0.8783783784,0.8783783784,0.8783783784,0.8783783784,0.8918918919,0.8918918919,0.8918918919,0.8918918919,0.9054054054,0.9189189189,0.9189189189,0.9189189189,0.9189189189,0.9189189189,0.9189189189,0.9459459459,0.9459459459,0.9459459459,0.9459459459,0.9459459459,0.9459459459,0.9594594595,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.9864864865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,-1,-0.3288590604,-0.1275167785,-0.06040268456,-0.02013422819,0.006711409396,0.02013422819,0.03355704698,0.03355704698,0.06040268456,0.07382550336,0.1006711409,0.1140939597,0.1140939597,0.1140939597,0.1409395973,0.1677852349,0.1677852349,0.1946308725,0.1946308725,0.2080536913,0.2080536913,0.2348993289,0.2483221477,0.2483221477,0.2483221477,0.2751677852,0.2751677852,0.2751677852,0.3020134228,0.3154362416,0.3288590604,0.3422818792,0.3422818792,0.3422818792,0.355704698,0.3691275168,0.3825503356,0.3959731544,0.4093959732,0.4093959732,0.4093959732,0.4362416107,0.4362416107,0.4362416107,0.4362416107,0.4496644295,0.4630872483,0.4630872483,0.4630872483,0.4899328859,0.4899328859,0.4899328859,0.4899328859,0.5033557047,0.5033557047,0.5033557047,0.5167785235,0.5167785235,0.5302013423,0.5436241611,0.5436241611,0.5704697987,0.5704697987,0.5704697987,0.5704697987,0.5838926174,0.5838926174,0.5973154362,0.5973154362,0.610738255,0.610738255,0.610738255,0.6241610738,0.6375838926,0.6375838926,0.6375838926,0.6510067114,0.6644295302,0.6644295302,0.6644295302,0.677852349,0.677852349,0.6912751678,0.6912751678,0.7046979866,0.7046979866,0.7046979866,0.7046979866,0.7181208054,0.7315436242,0.7315436242,0.7315436242,0.7315436242,0.744966443,0.744966443,0.7583892617,0.7583892617,0.7718120805,0.7718120805,0.7718120805,0.7852348993,0.7852348993,0.7852348993,0.7986577181,0.8120805369,0.8120805369,0.8120805369,0.8120805369,0.8120805369,0.8389261745,0.8389261745,0.8389261745,0.8389261745,0.8389261745,0.8523489933,0.8523489933,0.8657718121,0.8657718121,0.8791946309,0.8791946309,0.8791946309,0.8791946309,0.8926174497,0.8926174497,0.8926174497,0.8926174497,0.9060402685,0.9194630872,0.9194630872,0.9194630872,0.9194630872,0.9194630872,0.9194630872,0.9463087248,0.9463087248,0.9463087248,0.9463087248,0.9463087248,0.9463087248,0.9597315436,0.9731543624,0.9731543624,0.9731543624,0.9731543624,0.9731543624,0.9731543624,0.9731543624,0.9865771812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,-1,-0.3333333333,-0.1333333333,-0.06666666667,-0.01333333333,0,0.01333333333,0.04,0.04,0.05333333333,0.08,0.09333333333,0.12,0.12,0.12,0.1466666667,0.16,0.1733333333,0.1866666667,0.2,0.2,0.2133333333,0.2266666667,0.2533333333,0.2533333333,0.2533333333,0.2666666667,0.28,0.28,0.3066666667,0.32,0.32,0.3333333333,0.3466666667,0.3466666667,0.3466666667,0.3733333333,0.3866666667,0.3866666667,0.4,0.4133333333,0.4133333333,0.4133333333,0.44,0.44,0.44,0.44,0.4533333333,0.4666666667,0.4666666667,0.4933333333,0.4933333333,0.4933333333,0.4933333333,0.4933333333,0.5066666667,0.5066666667,0.5066666667,0.52,0.52,0.5333333333,0.5466666667,0.5466666667,0.5733333333,0.5733333333,0.5733333333,0.5733333333,0.5866666667,0.5866666667,0.6,0.6,0.6133333333,0.6133333333,0.6133333333,0.6266666667,0.64,0.64,0.64,0.6533333333,0.6666666667,0.6666666667,0.6666666667,0.68,0.68,0.6933333333,0.6933333333,0.7066666667,0.7066666667,0.7066666667,0.7066666667,0.7333333333,0.7333333333,0.7333333333,0.7333333333,0.7333333333,0.7466666667,0.7466666667,0.76,0.76,0.7733333333,0.7733333333,0.7733333333,0.7866666667,0.7866666667,0.7866666667,0.8,0.8133333333,0.8133333333,0.8133333333,0.8133333333,0.8133333333,0.84,0.84,0.84,0.84,0.84,0.8533333333,0.8533333333,0.8666666667,0.8666666667,0.88,0.88,0.88,0.88,0.8933333333,0.8933333333,0.8933333333,0.8933333333,0.9066666667,0.92,0.92,0.92,0.92,0.92,0.92,0.9466666667,0.9466666667,0.9466666667,0.9466666667,0.9466666667,0.9466666667,0.96,0.9733333333,0.9733333333,0.9733333333,0.9733333333,0.9733333333,0.9733333333,0.9733333333,0.9866666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,-1,-0.3245033113,-0.1390728477,-0.05960264901,-0.01986754967,-0.006622516556,0.01986754967,0.03311258278,0.04635761589,0.04635761589,0.07284768212,0.08609271523,0.09933774834,0.1258278146,0.1258278146,0.1523178808,0.1523178808,0.178807947,0.178807947,0.1920529801,0.2052980132,0.2185430464,0.2317880795,0.2450331126,0.2582781457,0.2582781457,0.2582781457,0.2715231788,0.2847682119,0.298013245,0.3112582781,0.3245033113,0.3245033113,0.3377483444,0.3509933775,0.3509933775,0.3642384106,0.3907284768,0.3907284768,0.3907284768,0.4039735099,0.417218543,0.417218543,0.4304635762,0.4437086093,0.4437086093,0.4437086093,0.4437086093,0.4569536424,0.4701986755,0.4834437086,0.4966887417,0.4966887417,0.4966887417,0.4966887417,0.4966887417,0.5099337748,0.5099337748,0.5099337748,0.5231788079,0.5231788079,0.5496688742,0.5496688742,0.5629139073,0.5761589404,0.5761589404,0.5761589404,0.5761589404,0.5894039735,0.6026490066,0.6026490066,0.6026490066,0.6158940397,0.6158940397,0.6158940397,0.6291390728,0.642384106,0.642384106,0.6556291391,0.6556291391,0.6688741722,0.6688741722,0.6688741722,0.6821192053,0.6821192053,0.6953642384,0.6953642384,0.7086092715,0.7086092715,0.7086092715,0.7218543046,0.7350993377,0.7350993377,0.7350993377,0.7350993377,0.7350993377,0.7483443709,0.761589404,0.761589404,0.761589404,0.7748344371,0.7748344371,0.7748344371,0.7880794702,0.7880794702,0.7880794702,0.8013245033,0.8145695364,0.8145695364,0.8145695364,0.8145695364,0.8145695364,0.8410596026,0.8410596026,0.8410596026,0.8410596026,0.8410596026,0.8543046358,0.8543046358,0.8675496689,0.8675496689,0.880794702,0.880794702,0.880794702,0.880794702,0.8940397351,0.8940397351,0.8940397351,0.8940397351,0.9072847682,0.9205298013,0.9205298013,0.9205298013,0.9205298013,0.9205298013,0.9205298013,0.9470198675,0.9470198675,0.9470198675,0.9470198675,0.9470198675,0.9470198675,0.9602649007,0.9735099338,0.9735099338,0.9735099338,0.9735099338,0.9735099338,0.9735099338,0.9735099338,0.9867549669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,-1,-0.3289473684,-0.1315789474,-0.05263157895,-0.02631578947,0,0.01315789474,0.02631578947,0.05263157895,0.05263157895,0.06578947368,0.09210526316,0.1052631579,0.1315789474,0.1315789474,0.1315789474,0.1578947368,0.1578947368,0.1842105263,0.1842105263,0.2105263158,0.2105263158,0.2236842105,0.2368421053,0.2631578947,0.2631578947,0.2631578947,0.2631578947,0.2894736842,0.3026315789,0.3026315789,0.3157894737,0.3289473684,0.3421052632,0.3421052632,0.3552631579,0.3552631579,0.3947368421,0.3947368421,0.3947368421,0.3947368421,0.4210526316,0.4210526316,0.4342105263,0.4342105263,0.4473684211,0.4473684211,0.4473684211,0.4473684211,0.4605263158,0.4868421053,0.4868421053,0.5,0.5,0.5,0.5,0.5,0.5131578947,0.5131578947,0.5131578947,0.5263157895,0.5526315789,0.5526315789,0.5526315789,0.5789473684,0.5789473684,0.5789473684,0.5789473684,0.5789473684,0.5921052632,0.6052631579,0.6052631579,0.6052631579,0.6184210526,0.6184210526,0.6184210526,0.6315789474,0.6447368421,0.6447368421,0.6578947368,0.6578947368,0.6710526316,0.6710526316,0.6710526316,0.6842105263,0.6842105263,0.6973684211,0.7105263158,0.7105263158,0.7105263158,0.7105263158,0.7236842105,0.7368421053,0.7368421053,0.7368421053,0.7368421053,0.7368421053,0.75,0.7631578947,0.7631578947,0.7631578947,0.7763157895,0.7763157895,0.7763157895,0.7894736842,0.7894736842,0.8026315789,0.8026315789,0.8157894737,0.8157894737,0.8157894737,0.8157894737,0.8157894737,0.8421052632,0.8421052632,0.8421052632,0.8421052632,0.8552631579,0.8552631579,0.8552631579,0.8684210526,0.8684210526,0.8815789474,0.8815789474,0.8815789474,0.8815789474,0.8947368421,0.8947368421,0.8947368421,0.8947368421,0.9078947368,0.9210526316,0.9210526316,0.9210526316,0.9210526316,0.9210526316,0.9342105263,0.9473684211,0.9473684211,0.9473684211,0.9473684211,0.9473684211,0.9473684211,0.9605263158,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9736842105,0.9868421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,-1,-0.3333333333,-0.137254902,-0.04575163399,-0.01960784314,0.006535947712,0.006535947712,0.03267973856,0.05882352941,0.05882352941,0.07189542484,0.08496732026,0.1111111111,0.1111111111,0.137254902,0.137254902,0.1633986928,0.1633986928,0.1764705882,0.1895424837,0.2156862745,0.2156862745,0.2287581699,0.2418300654,0.2418300654,0.2679738562,0.2679738562,0.2679738562,0.2810457516,0.3071895425,0.3071895425,0.3202614379,0.3333333333,0.3333333333,0.3464052288,0.3464052288,0.3594771242,0.385620915,0.3986928105,0.3986928105,0.3986928105,0.4117647059,0.4248366013,0.4379084967,0.4379084967,0.4379084967,0.4509803922,0.4509803922,0.4509803922,0.4509803922,0.477124183,0.4901960784,0.4901960784,0.5032679739,0.5032679739,0.5032679739,0.5032679739,0.5032679739,0.5163398693,0.5163398693,0.5163398693,0.5424836601,0.5555555556,0.5555555556,0.5555555556,0.5816993464,0.5816993464,0.5816993464,0.5816993464,0.5816993464,0.6078431373,0.6078431373,0.6078431373,0.6078431373,0.6209150327,0.6209150327,0.6339869281,0.6339869281,0.6470588235,0.660130719,0.660130719,0.660130719,0.6732026144,0.6732026144,0.6732026144,0.6862745098,0.6862745098,0.6993464052,0.7124183007,0.7124183007,0.7124183007,0.7124183007,0.7254901961,0.7385620915,0.7385620915,0.7385620915,0.7385620915,0.7385620915,0.7516339869,0.7647058824,0.7647058824,0.7647058824,0.7777777778,0.7777777778,0.7777777778,0.7908496732,0.7908496732,0.8039215686,0.8039215686,0.8169934641,0.8169934641,0.8169934641,0.8169934641,0.8169934641,0.8431372549,0.8431372549,0.8431372549,0.8431372549,0.8562091503,0.8562091503,0.8562091503,0.8692810458,0.8692810458,0.8823529412,0.8823529412,0.8823529412,0.8823529412,0.8954248366,0.8954248366,0.8954248366,0.8954248366,0.908496732,0.9215686275,0.9215686275,0.9215686275,0.9215686275,0.9215686275,0.9346405229,0.9477124183,0.9477124183,0.9477124183,0.9477124183,0.9477124183,0.9477124183,0.9607843137,0.9738562092,0.9738562092,0.9738562092,0.9738562092,0.9738562092,0.9738562092,0.9738562092,0.9869281046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,-1,-0.3246753247,-0.1428571429,-0.05194805195,-0.02597402597,0,0.01298701299,0.02597402597,0.03896103896,0.06493506494,0.06493506494,0.09090909091,0.1038961039,0.1168831169,0.1168831169,0.1428571429,0.1428571429,0.1688311688,0.1688311688,0.1818181818,0.1948051948,0.2207792208,0.2207792208,0.2467532468,0.2467532468,0.2597402597,0.2727272727,0.2727272727,0.2727272727,0.3116883117,0.3116883117,0.3116883117,0.3246753247,0.3376623377,0.3376623377,0.3506493506,0.3636363636,0.3766233766,0.3896103896,0.4025974026,0.4025974026,0.4025974026,0.4155844156,0.4285714286,0.4415584416,0.4415584416,0.4415584416,0.4545454545,0.4545454545,0.4545454545,0.4805194805,0.4805194805,0.4935064935,0.4935064935,0.5064935065,0.5064935065,0.5064935065,0.5064935065,0.5064935065,0.5194805195,0.5194805195,0.5324675325,0.5584415584,0.5584415584,0.5584415584,0.5584415584,0.5844155844,0.5844155844,0.5844155844,0.5844155844,0.6103896104,0.6103896104,0.6103896104,0.6103896104,0.6103896104,0.6233766234,0.6363636364,0.6363636364,0.6363636364,0.6493506494,0.6623376623,0.6623376623,0.6623376623,0.6753246753,0.6753246753,0.6883116883,0.6883116883,0.6883116883,0.7012987013,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.7272727273,0.7402597403,0.7402597403,0.7402597403,0.7402597403,0.7532467532,0.7532467532,0.7662337662,0.7662337662,0.7662337662,0.7792207792,0.7792207792,0.7792207792,0.7922077922,0.7922077922,0.8051948052,0.8051948052,0.8181818182,0.8181818182,0.8181818182,0.8181818182,0.8181818182,0.8441558442,0.8441558442,0.8441558442,0.8441558442,0.8571428571,0.8571428571,0.8571428571,0.8701298701,0.8701298701,0.8831168831,0.8831168831,0.8831168831,0.8831168831,0.8961038961,0.8961038961,0.8961038961,0.8961038961,0.9090909091,0.9220779221,0.9220779221,0.9220779221,0.9220779221,0.9220779221,0.9350649351,0.9480519481,0.9480519481,0.9480519481,0.9480519481,0.9480519481,0.9480519481,0.961038961,0.974025974,0.974025974,0.974025974,0.974025974,0.974025974,0.974025974,0.974025974,0.987012987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
